Ocurrències	Occitan	Morfologia oci	Francés	Morfologia fra (si diferent d’oci)	Comentaris 
2	37,8%	<num><percent>			
2	3,5%	<num><percent>			
2	35,5%	<num><percent>			
2	3,4%	<num><percent>			
2	34,5%	<num><percent>			
2	33,7%	<num><percent>			
2	3,2%	<num><percent>			
2	32,5%	<num><percent>			
2	31,83%	<num><percent>			
2	31,5%	<num><percent>			
2	30,66%	<num><percent>			
2	2	<num>/2<num>$			
2	2,7%	<num><percent>			
2	26,3%	<num><percent>			
2	25,8%	<num><percent>			
2	250%	<num><percent>			
2	2,4%	<num><percent>			
2	24,44%	<num><percent>			
2	24,41%	<num><percent>			
2	2,41%	<num><percent>			
2	23,8%	<num><percent>			
2	22,5%	<num><percent>			
2	22,4%	<num><percent>			
2	22,3%	<num><percent>			
2	22,1%	<num><percent>			
2	2,1%	<num><percent>			
2	21,2%	<num><percent>			
2	20,5%	<num><percent>			
2	2016	<num>/2016<num>$			
2	1	<num>/1<num>$			
2	1,9%	<num><percent>			
2	19,6%	<num><percent>			
2	19,3%	<num><percent>			
2	1,8%	<num><percent>			
2	18,9%	<num><percent>			
2	18,84%	<num><percent>			
2	18,5%	<num><percent>			
2	17,62%	<num><percent>			
2	16,8%	<num><percent>			
2	16,4%	<num><percent>			
2	15,4%	<num><percent>			
2	15,3%	<num><percent>			
2	15,152%	<num><percent>			
2	1,3%	<num><percent>			
2	1,34%	<num><percent>			
2	11,5%	<num><percent>			
2	11,4%	<num><percent>			
2	11,1%	<num><percent>			
2	10,7%	<num><percent>			
2	10,1%	<num><percent>			
2	10,19%	<num><percent>			
2	0,25%	<num><percent>			
2	0,00%	<num><percent>			
1	zigazaguejar	<vblex>			
1	Zagros	<np><top>			
1	XVII	<adj>			
1	Xixón	<np><top>			
1	XIV	<adj>			
1	XIII	<adj>			
1	XI	<adj>			
1	Xerès	<np><top>			
1	Xarxa	<n><f>			
1	www.yesscotland.net	<num>			
1	www.washingtonpost.com	<num>			
1	www.vente-points-permis.com	<num>			
1	www.talvera.org	<num>			
1	www.soscisurvey.de	<num>			
1	www.segre.com	<num>			
1	www.rio-loco.org	<num>			
1	www.radioking.fr	<num>			
1	www.pottermore.com	<num>			
1	www.planetsolar.org	<num>			
1	www.pernoste.com	<num>			
1	www.pays-des-paillons.fr	<num>			
1	www.passacarriera.en	<num>			
1	www.participa.cat	<num>			
1	www.ostau.net	<num>			
1	www.ostaucomenges.org	<num>			
1	www.octele.com	<num>			
1	www.ocfutura.com	<num>			
1	www.nissa.org	<num>			
1	www.moussuteleijovents.com	<num>			
1	www.marxaberet.com	<num>			
1	www.marcovaldo.it	<num>			
1	www.loscomelodians.fr	<num>			
1	www.locirdoc.fr	<num>			
1	www.lengaviva.com	<num>			
1	www.justin.tv	<num>			
1	www.jmleclercq.eu	<num>			
1	www.inscripcions.cat	<num>			
1	www.ieo-oc.org	<num>			
1	www.heresie.com	<num>			
1	www.graphiart.fr	<num>			
1	www.gigafoto.assemblea	<num>			
1	www.festival-troubadoursartroman.fr	<num>			
1	www.fabrica.occitanica	<num>			
1	www.eramongetada.org	<num>			
1	www.eoe-oc.org	<num>			
1	www.editions-pyremonde.com	<num>			
1	www.editions-des-regionalismes.com	<num>			
1	www.detz.tv	<num>			
1	www.convergencia-aranesa.org	<num>			
1	www.catalansporttours.fr	<num>			
1	www.castets.fr	<num>			
1	www.carnavaldecarcassonne.sitew	<num>			
1	www.camindelaceba.fr	<num>			
1	www.ca-i.org	<num>			
1	www.btvnoticies.cat	<num>			
1	www.bio-aude.com	<num>			
1	www.ballereau.com	<num>			
1	www.argalart.com	<num>			
1	www.aranesisme.org	<num>			
1	www.aranes.club	<num>			
1	www.anem-oc.org	<num>			
1	www.amnesty.fr	<num>			
1	www.agen.fr	<num>			
1	www.aeloc.fr	<num>			
1	voluntari	<adj>			
1	voltejar	<vblex>			
1	Vòlga	<np><top>			
1	Voler	<vbmod><inf>			
1	volatejar	<vblex>			
1	voici	<adv>			
1	*Voices/*Voices$				
1	Vladivostok	<np><top>			
1	Vladímir	<np><ant>			
1	vistedit@w...	<num>			
1	vistedit@wanadoo.fr.	<num>			
1	virau	<adj>			
1	viletat	<n><f>			
1	Vila-real	<np><top>			
1	videografic	<adj>			
1	victimisme	<n><m>			
1	victima	<n><f>/victime<n><f>$			
1	via	<pr>/via<pr>$			
1	veto	<n><m>			
1	veta	<n><f>			
1	vesitant	<n><m>			
1	Verzelai	<np><top>			
1	Verona	<np><top>			
1	verdura	<n><f>			
1	verdièr	<n><m>			
1	ventralha	<n><f>			
1	venir# independent	<vblex>			
1	venir# independents	<vblex>			
1	vedèra	<n><f>			
1	valorar	<vblex>			
1	Vallcarca	<np><top>			
1	Valhadolid	<np><top>			
1	*Valencià/*Valencià$				
1	valdaran@ass....	<num>			
1	Uviéu	<np><top>			
1	Un shinhau	<adv>			
1	Universau	<adj>			
1	UNICEF	<n><acr>			
1	un chic après	<adv>			
1	Un chic	<adv>			
1	un autre viatge	<adv>			
1	unanime	<adj>			
1	Ultimatum	<n><m>			
1	ultimament	<adv>			
1	ULM	<np><top>			
1	Ulm	<np><top>			
1	ufolep@lig...	<num>			
1	uet	<adj>			
1	Ueit	<num><mf>			
1	uèi matin	<adv>			
1	Udine	<np><top>			
1	turc	<adj>/turc<adj>$			
1	Tudèla	<np><top>			
1	Tuca	<np><top>			
1	Tuamotu	<np><top>			
1	trufaire	<adj>			
1	trotar	<vblex>			
1	trobar# de manca	<vblex>			
1	Tristão da Cunha	<np><top>			
1	Tripolitània	<np><top>			
1	Trinitat	<np><top>			
1	Trento	<np><top>			
1	Trentin Aut Adige	<np><top>			
1	trenta un	<adj>			
1	trenta tres	<adj>			
1	trenta quatre	<adj>			
1	trenta cinc	<adj>			
1	trèma	<n><m>			
1	Trèir	<vblex>			
1	travessar	<vblex>			
1	trauessar	<vblex>			
1	Trastejar	<vblex>			
1	trasplantacion	<n><f>			
1	traslat	<n><m>			
1	transumant	<adj>			
1	transpirinenc	<adj>			
1	Transméter	<vblex>			
1	transferéncia	<n><f>			
1	transcors	<n><m>			
1	transcórrer	<vblex>			
1	tramvia	<n><m>			
1	Traïr	<vblex>			
1	Tradicionau	<adj>			
1	*to/*to$				
1	Totes amassa	<adv>			
1	toston	<n><f>			
1	tortuós	<adj>			
1	Tolosa	<np><cog>/Tolosa<np><cog>$			
1	tòia	<n><f>			
1	TNC	<n><acr>			
1	tirar# profièch	<vblex>			
1	tinent	<n><m>			
1	Tibèsti	<np><top>			
1	textual	<adj>			
1	Tetoan	<np><top>			
1	testarditge	<n><m>			
1	Tesa	<n><f>			
1	TÈRRATREM	<n><m>			
1	terradoc@terradoc.net	<num>			
1	Tèrra del Fuòc	<np><top>			
1	termini	<n><m>			
1	terciarizacion	<n><f>			
1	tendéncia# a beure	<n><f>			
1	telesèra	<n><f>			
1	telèr	<n><m>			
1	telematicament	<adv>			
1	Telefon	<n><m>			
1	telefilme	<n><m>			
1	Telecinco	<np><al>			
1	Tegucigalpa	<np><top>			
1	Tecin	<np><top>			
1	Team	<np><al>/Team<np><al>$			
1	taus# de natalitat	<n><m>			
1	taulèu	<n><m>			
1	targa	<n><f>			
1	Tarent	<np><top>			
1	Tanpòc	<adv>			
1	tancament	<n><m>			
1	tanatòri	<n><m>			
1	Tamèsi	<np><top>			
1	talvera@tal...	<num>			
1	Swansea	<np><top>			
1	sustot pas	<adv>			
1	sustot non	<adv>			
1	Susprene	<vblex>			
1	surrealista	<adj>			
1	supramunicipal	<adj>			
1	Suposar	<vblex>			
1	Superacion	<n><f>			
1	superacion	<n><f>			
1	Super3	<np><al>			
1	sufragar	<vblex>			
1	suenhat	<adj>			
1	sudor	<n><f>			
1	Sudar	<vblex>			
1	sudar	<vblex>			
1	SUBMINISTRAMENT	<n><m>			
1	subliminal	<adj>			
1	Subitament	<adv>			
1	subergessent	<adj>			
1	subconscient	<n><m>			
1	Subalpin	<adj>			
1	stm.larzac@...	<num>			
1	Stephane	<np><ant>			
1	status	<n><m>			
1	Stand	<n><m>			
1	ss	<n><m>			
1	Split	<np><top>			
1	Spitsbergen	<np><top>			
1	sot	<n><f>			
1	Sòs	<n><m>			
1	Soria	<np><al>			
1	SÒN	<adj>			
1	Sòn	<adj>			
1	sòler	<vbmod><prs>			
1	Sòler	<vbmod><pri>			
1	sòler	<vbmod><pri>			
1	solèr	<n><m>			
1	solana	<n><f>			
1	Soïssa Romancha	<np><top>			
1	soira	<n><f>			
1	Softcatalà	<np><al>			
1	Sobirà	<np><ant>			
1	Sobiran	<adj>			
1	s.juan@cird...	<num>			
1	Siracusa	<np><top>			
1	Si que non	<adv>			
1	Sindic	<n><f>			
1	sindicatura	<n><f>			
1	Sinaí	<np><top>			
1	Simpòsi	<n><m>			
1	Simbèu	<n><m>			
1	sièire	<vblex>			
1	shivau	<n><m>			
1	Shiraz	<np><top>			
1	se vos platz	<ij>			
1	Servir# a	<vblex>			
1	sernelha	<n><f>			
1	seringa	<n><f>			
1	Sénia	<np><top>			
1	Senhor	<n><f>			
1	senhor	<n><f>			
1	Sendai	<np><top>			
1	semiar	<vblex>			
1	Sègre	<vblex>			
1	secretariat@c....	<num>			
1	secretariat@cir...	<num>			
1	Secoduda	<n><f>			
1	secoduda	<n><f>			
1	Savona	<np><top>			
1	Sautejar	<vblex>			
1	satisfèr	<vblex>			
1	Sarrià	<np><top>			
1	Sant Domingo	<np><top>			
1	Sandoval	<np><al>			
1	Sanaa	<np><top>			
1	Samper	<np><al>			
1	Samoa Occidentalas	<np><top>			
1	Saluças	<np><top>			
1	Salgado	<np><al>			
1	Salèrne	<np><top>			
1	Sainz	<np><al>			
1	saile	<n><m>			
1	Saida	<np><top>			
1	Sagra	<np><top>			
1	Sagitari	<n><m>			
1	sagerar	<vblex>			
1	sacerdòt	<n><m>			
1	sacatge	<n><m>			
1	Saaremaa	<np><top>			
1	running	<n><m>			
1	ruga	<n><f>			
1	rovilhós	<adj>			
1	Rostov de Dòn	<np><top>			
1	Roser	<np><ant>			
1	ronhon	<n><m>			
1	Roncar	<vblex>			
1	ròi	<adj>			
1	ROERGUE	<np><top>			
1	rochegude@orange.fr	<num>			
1	Ròchafòrt	<np><top>			
1	ròba	<n><f>			
1	risolet	<adj>			
1	Rimini	<np><top>			
1	Rijeka	<np><top>			
1	RIF	<np><top>			
1	reverar	<vblex>			
1	Revenir	<vblex>			
1	reussir	<vblex>			
1	reusir	<vblex>			
1	reunificar	<vblex>			
1	restancar	<vblex>			
1	Repassar	<vblex>			
1	reocupacion	<n><f>			
1	rendicion	<n><f>			
1	Renauir	<vblex>			
1	Renaishença	<n><f>			
1	remercable	<adj>			
1	Remembrança	<n><f>			
1	Relat	<n><m>			
1	rèiregrand	<n><m>			
1	reinstauracion	<n><f>			
1	reialme de Malhòrca	<np><top>			
1	rehèr	<vblex>			
1	referenciau	<adj>			
1	redubertura	<n><f>			
1	redon	<adj>			
1	Redobertura	<n><f>			
1	redicion	<n><f>			
1	Redaccion	<n><f>/Rédaction<n><f>$			
1	recurbir	<vblex>			
1	recorson	<n><m>			
1	recontorn	<n><m>			
1	reconfortant	<adj>			
1	Reconéisher	<vblex>			
1	recompde	<n><m>			
1	recomanacion	<n><f>			
1	rebocar	<vblex>			
1	Rebeca	<np><ant>			
1	raymond.faura@....	<num>			
1	ranguilh	<n><m>			
1	randolar	<vblex>			
1	rafe	<n><m>			
1	Rafèl	<np><ant>			
1	racar	<vblex>			
1	Qunaytra	<np><top>			
1	Quite	<adj>			
1	Quitar# de	<vblex>			
1	Qui que siá	<prn><tn>			
1	QUI	<prn><itg>			
1	quinzea	<n><f>			
1	quinsevolha	<det><ind>			
1	quilogram	<n><m>			
1	Quèir	<vblex>			
1	Quauqu'un	<prn><tn>			
1	quatorzau	<adj>			
1	quaranta un	<adj>			
1	quarantau	<adj>			
1	Quaranta sèt	<num><mf>			
1	quaranta nòu	<adj>			
1	putz	<n><m>			
1	Putuchcheri	<np><top>			
1	punet	<n><m>			
1	pterrasse@assemblee	<num>			
1	psiquiatre	<n><m>			
1	psicopata	<adj>			
1	psicoanalisar	<vblex>			
1	prostituit	<adj>			
1	Prorogar	<vblex>			
1	Propòsta	<n><f>			
1	Propietari	<n><m>			
1	Profitar	<vblex>			
1	profitament	<n><m>			
1	PRODUIRE	<vblex>			
1	Producte	<n><m>			
1	primauera	<n><f>			
1	Previsiblament	<adv>			
1	Prètzfach	<n><m>			
1	presa# de contacte	<n><f>			
1	prene# pas part	<vblex>			
1	Prene# consciéncia	<vblex>			
1	Prèire	<n><m>			
1	Preguntar	<vblex>			
1	prefondor	<n><m>			
1	predominantament	<adv>			
1	predíder	<vblex>			
1	predeterminar	<vblex>			
1	prebotjar	<vblex>			
1	Prats de Molló	<np><top>			
1	PPCC	<np><top>			
1	Pòur	<n><f>			
1	Poth	<n><m>			
1	Possar	<vblex>			
1	Port Moresby	<np><top>			
1	porteria	<n><f>			
1	Pòrtavotz	<n><mf>			
1	poret	<n><m>			
1	poralha	<n><f>			
1	pop	<adj>			
1	Pondicherry	<np><top>			
1	pompidor	<n><m>			
1	Pomerània	<np><top>			
1	Polònia	<np><top>			
1	Policia	<n><mf>			
1	pòga pòc	<adv>			
1	Poblet	<n><m>			
1	Poblenou	<np><top>			
1	Pluralista	<adj>			
1	plumalh	<n><m>			
1	plòir	<vblex>			
1	Pleta	<np><top>			
1	p.lasseube@oran...	<num>			
1	Pla	<np><al>			
1	plan al delà	<adv>			
1	pivòt	<n><mf>			
1	Pis	<n><m>			
1	Pishar	<vblex>			
1	pishar	<vblex>			
1	piscifactoria	<n><f>			
1	Piòt	<n><f>			
1	pionèr	<n><f>			
1	pimparela@or....	<num>			
1	pierre.spies@laposte.net	<num>			
1	photoslacdelougratte@gmail.com.	<num>			
1	Peth prumèr viatge	<adv>			
1	Peth dusau còp	<adv>			
1	Pescara	<np><top>			
1	Perosa	<np><top>			
1	Per'mor	<cnjadv>			
1	perdigalh	<n><m>			
1	Perdent	<adj>			
1	perbocar	<vblex>			
1	Pera tarde	<adv>			
1	Pepa	<np><ant>			
1	Penélope	<np><ant>			
1	peirèr	<n><m>			
1	Peirèra	<n><f>			
1	Pedralbes	<np><top>			
1	Pausar# una question	<vblex>			
1	páur	<n><f>			
1	patronau	<adj>			
1	patrimoni@wa....	<num>			
1	patrimoine.montmaurin@gma...	<num>			
1	patrick.sauzet@univ...	<num>			
1	patrick.couffin@wanadoo.fr	<num>			
1	patrice.roques@gmail.com	<num>			
1	Patràs	<np><top>			
1	patesejar	<vblex>			
1	passatgèr	<n><m>			
1	Passacarrièra	<n><f>			
1	passacarrièira	<n><f>			
1	passacamin@gm.	<num>			
1	Pasqual	<np><ant>			
1	Pas encara	<adv>			
1	pasca	<n><f>			
1	PARRA	<np><al>			
1	parimòni	<n><m>			
1	PARE	<n><m>			
1	panic	<n><m>			
1	Pamir	<np><top>			
1	País	<n><m>/Pays<n><m>$			
1	paisdomes.ieo@wanadoo.fr	<num>			
1	paisdecatinou@...	<num>			
1	Pàdoa	<np><top>			
1	Padilla	<np><al>			
1	Ovl.france@g...	<num>			
1	Ovidi	<np><ant>			
1	Ouagadougou	<np><top>			
1	otelèr	<adj>			
1	ostiu	<n><m>			
1	ostaucomenges@or...	<num>			
1	ostaucomenges@o...	<num>			
1	ostal.sirventes@wana...	<num>			
1	os	<n><f>			
1	Óscar	<np><ant>			
1	òrta	<n><f>			
1	orizon	<n><m>			
1	origen	<n><m>			
1	orientatiu	<adj>			
1	Orens	<adj>			
1	oquei	<n><m>			
1	oposar	<vblex>			
1	Operativitat	<n><f>			
1	Opentrad	<np><al>			
1	Olimp	<np><top>			
1	Öland	<np><top>			
1	òla	<ij>			
1	Oficina	<n><f>			
1	oficina	<n><f>			
1	Odmortia	<np><top>			
1	odiar	<vblex>			
1	òcre	<adj>			
1	oc@or...	<num>			
1	oc@orange.fr	<num>			
1	oc.opm@gmail.com	<num>			
1	ocmallorca@gma...	<num>			
1	ochanta sèt	<adj>			
1	obsessionar	<vblex>			
1	Observaire	<adj>			
1	obscenitat	<n><f>			
1	obrèr	<n><m>			
1	Num.	<n><m>			
1	Novosibirsk	<np><top>			
1	Noveme	<n><m>			
1	*norte/*norte$				
1	Nòrd-Pas-de-Calais	<np><top>			
1	non-conformisme	<n><m>			
1	nonanta quatre	<adj>			
1	nonanta	<adj>			
1	nomentament	<n><m>			
1	Nom# d'ostal	<n><m>			
1	Nom# de familha	<n><m>			
1	nombre# d'operacions	<n><m>			
1	noiriguièr	<n><f>			
1	noiriça	<n><f>			
1	Noguèra	<np><top>			
1	Noemí	<np><ant>			
1	Nhèu	<n><f>			
1	nheuar	<vblex>			
1	nheuada	<n><f>			
1	neutral	<adj>			
1	nauvengut	<n><f>			
1	narrator	<n><f>			
1	narcotrafegaire	<n><m>			
1	Nagoya	<np><top>			
1	Mururoa	<np><top>			
1	Murmansk	<np><top>			
1	Muret	<np><top>			
1	muòl	<n><f>			
1	Multitudinari	<adj>			
1	multinacionau	<adj>			
1	Multinacional	<adj>			
1	mossur	<n><m>			
1	mosso	<n><m>			
1	mossen	<n><m>			
1	mòs	<n><m>			
1	Morgueta	<n><f>			
1	morau	<adj>			
1	moquet	<n><m>			
1	Montson	<np><top>			
1	montpelhier@...	<num>			
1	mont McKinley	<np><top>			
1	Monterrey	<np><top>			
1	Môn	<np><loc>			
1	Monin	<n><m>			
1	Mónica	<np><ant>			
1	Mongolia Interiora	<np><top>			
1	moment	<n><m>/moment<n><m>$			
1	Molucas	<np><top>			
1	Mollerussa	<np><top>			
1	Moliner	<np><al>			
1	moja	<n><f>			
1	mòir	<vblex>			
1	Modèrne	<adj>			
1	Mitilena	<np><top>			
1	miocardi	<n><m>			
1	minor	<adj>			
1	Minerva	<np><ant>			
1	Mindanao	<np><top>			
1	Mil	<num><m>			
1	Mielhor	<adj>			
1	miejanet	<adv>			
1	miei naturau	<n><m>			
1	Miei ambient	<n><m>			
1	miei ambient	<n><m>			
1	michele.ciminato@ville	<num>			
1	Metre# en plaça	<vblex>			
1	Metre# en examen	<vblex>			
1	Méter# en evidéncia	<vblex>			
1	mèta	<n><f>			
1	mestreg	<n><m>			
1	mestierau	<adj>			
1	mespresaire	<adj>			
1	mès lèu	<adv>			
1	MES	<adv>			
1	mentau	<adj>			
1	Menorca	<np><top>			
1	Memphis	<np><top>			
1	Mekong	<np><top>			
1	Mediterrani	<np><top>			
1	Maulets	<np><al>			
1	Maugrat tot	<cnjadv>			
1	maugrat de	<pr>			
1	Massís	<n><f>			
1	Massachussets	<np><top>			
1	Massa	<adv>			
1	*Masdiset/*Masdiset$				
1	Mascat	<np><top>			
1	maryse.bougue@cg	<num>			
1	marnouaille@sfr.fr	<num>			
1	maritizard@orange.fr	<num>			
1	Margalida	<np><ant>			
1	Mar d'Okhotsk	<np><top>			
1	mar del Coralh	<np><top>			
1	mar de las Antilhas	<np><top>			
1	mar de Japon	<np><top>			
1	Mar de Beaufort	<np><top>			
1	Mar d'Azov	<np><top>			
1	Marcon	<np><ant>			
1	Maqui	<n><mf>			
1	Manuau	<adj>			
1	mandibula	<n><f>			
1	Mamifèr	<adj>			
1	Maltractament	<n><m>			
1	Maligne	<adj>			
1	Malhum	<n><m>			
1	Malgrat aiçò	<cnjadv>			
1	malerós	<adj>			
1	Male	<np><top>			
1	Malautia	<n><f>			
1	Malabo	<np><top>			
1	mairitz	<n><f>			
1	mairastra	<n><f>			
1	Mai o mens	<adv>			
1	magràs	<n><m>			
1	Magrana	<np><al>			
1	MAGNE	<adj>			
1	Magdeborg	<np><top>			
1	Maestrat	<np><top>			
1	Madrilenc	<adj>			
1	madridista	<adj>			
1	Macià	<np><ant>			
1	Luimneach	<np><top>			
1	lucie.maffre@orange.fr	<num>			
1	lp.lasseube@orange.fr.	<num>			
1	Los Alps	<np><top>			
1	logasconasoston@yahoo.fr	<num>			
1	locutor	<n><m>/locuteur<n><m>$			
1	localisme	<n><m>			
1	Lo Caire	<np><top>			
1	lluisfornes@hotmail.com	<num>			
1	linguista	<n><mf>			
1	Lim	<n><m>			
1	Lidia	<np><ant>			
1	Líder	<n><mf>			
1	Licenciar	<vblex>			
1	Libreville	<np><top>			
1	libreria	<n><f>			
1	libertat.bearn@g...	<num>			
1	lheuar	<vblex>			
1	levar# d'ora	<vblex>			
1	Leugèr	<adj>			
1	letras.doc@w....	<num>			
1	letras.doc@w...	<num>			
1	leopard	<n><m>			
1	Leonor	<np><ant>			
1	lenguatge	<n><m>			
1	lengadoc@lap.....	<num>			
1	lèit	<n><f>			
1	leiau	<adj>			
1	Lázaro	<np><ant>			
1	lasetmana@wanadoo.fr	<num>			
1	la nuèch d'abans	<adv>			
1	Laguens de	<pr>			
1	Laguens	<adv>			
1	lagardemartine@hotmail.fr	<num>			
1	lac Tanganyika	<np><top>			
1	La Coronha	<np><top>			
1	Laboral	<adj>			
1	Kunming	<np><top>			
1	Krasnodar	<np><top>			
1	Korils	<np><top>			
1	Königsberg	<np><top>			
1	Kobe	<np><top>			
1	Khartom	<np><top>			
1	Kerguelen	<np><top>			
1	Katrina	<np><al>			
1	justet	<n><m>			
1	Júnher	<vblex>			
1	judiciau	<adj>			
1	Jude	<np><ant>			
1	Jubilat	<adj>			
1	joverecerca@gmail.com.	<num>			
1	Josué	<np><ant>			
1	jornalièrament	<adv>			
1	jolh	<n><m>			
1	Joiós	<adj>			
1	joeudemanosca@orange.fr	<num>			
1	joel.bley@neuf.fr	<num>			
1	joan.peire.alari@gmail.com	<num>			
1	joanbarcelo@ym...	<num>			
1	jmdordeins@yahoo.fr	<num>			
1	Jidda	<np><top>			
1	Jericò	<np><top>			
1	Jayapura	<np><top>			
1	iuernau	<adj>			
1	*it/*it$				
1	isènda	<n><f>			
1	Iranja	<n><f>			
1	iperemotiu	<adj>			
1	inviable	<adj>			
1	introvertit	<adj>			
1	Interrómper	<vblex>			
1	interculturau	<adj>			
1	Intercultural	<adj>			
1	Interconnexion	<n><f>			
1	intendent	<n><f>			
1	intencionat	<adj>			
1	intemporau	<adj>			
1	insuperable	<adj>			
1	instituïr	<vblex>			
1	instintivament	<adv>			
1	insostenible	<adj>			
1	Ingrat	<adj>			
1	Ingovernable	<adj>			
1	info@rif...	<num>			
1	info@.....	<num>			
1	info@nissapantai.com	<num>			
1	info@nissa.org.	<num>			
1	info@lecteurduval.org	<num>			
1	infarctus	<n><m>			
1	inexplorat	<adj>			
1	inesperadament	<adv>			
1	indesbrembable	<adj>			
1	indegut	<adj>			
1	Inconvenient	<adj>			
1	includiment	<n><m>			
1	incalculable	<adj>			
1	inaguracion	<n><f>			
1	immortau	<adj>			
1	Illas Balearas e Pitiusas	<np><top>			
1	Illas Andaman	<np><top>			
1	Illas Aland	<np><top>			
1	Illa del Prince Edoard	<np><top>			
1	igersfrance@g...	<num>			
1	ieu@quic	<num>			
1	ieo.aveyron@gm...	<num>			
1	ieo.arle@free.fr	<num>			
1	Ienissèi	<np><top>			
1	Iekaterinburg	<np><top>			
1	idilli	<n><m>			
1	hust	<n><m>			
1	humarau	<n><m>			
1	humaire	<n><m>			
1	hugir	<vblex>			
1	huelheton	<n><m>			
1	hòssa	<n><f>			
1	horment	<n><m>			
1	horcadís	<n><m>			
1	horabandir	<vblex>			
1	Hònt	<n><f>			
1	hóner	<vblex>			
1	Hiu	<n><m>			
1	Hilat	<n><m>			
1	higa	<n><f>			
1	Hic	<n><m>			
1	Hicar	<vblex>			
1	Hezbollah	<np><al>			
1	Herrero	<np><al>			
1	Herir	<vblex>			
1	herir	<vblex>			
1	hèr# evident	<vblex>			
1	hèr# concurréncia a	<vblex>			
1	hèr# atencion	<vblex>			
1	hèr# allusion	<vblex>			
1	heired	<adj>			
1	Heidi	<np><ant>			
1	Hart	<adj>			
1	Ha	<n><f>			
1	Guyana	<np><top>			
1	gust	<n><m>			
1	guarir	<vblex>			
1	guàrdia	<n><mf>			
1	Guardar	<n><m>			
1	guardar	<n><m>			
1	Guarda	<n><mf>			
1	Guardamar	<np><top>			
1	Guadiana	<np><top>			
1	grup	<n><m>			
1	gropet	<n><m>			
1	*gr/*gr$				
1	grèmi	<n><m>			
1	Greenwich	<np><top>			
1	grauar	<vblex>			
1	gratuïtament	<adv>			
1	Granollers	<np><top>			
1	Gran Bretanha	<np><top>			
1	Gramenet	<np><top>			
1	gospel	<n><m>			
1	Gorka	<np><ant>			
1	gorg	<n><m>			
1	Golf de Gasconha	<np><top>			
1	golejada	<n><f>			
1	glaciau	<adj>			
1	gitan	<n><m>			
1	gimnàs	<n><m>			
1	gestor	<n><m>			
1	Gestor	<n><f>			
1	gestion@lasetmana...	<num>			
1	gestionar	<vblex>			
1	Gésser	<vblex>			
1	german	<n><m>			
1	generador	<n><f>			
1	Gema	<np><ant>			
1	Gelar	<vblex>			
1	Gdansk	<np><top>			
1	Gat	<n><f>			
1	Garrotxa	<np><top>			
1	garron	<n><m>			
1	garia	<n><f>			
1	Galván	<np><al>			
1	galaria	<n><f>			
1	Galapian	<n><m>			
1	galapian	<n><m>			
1	futilitat	<n><f>			
1	funeralhes	<n><f>			
1	fuga	<n><f>			
1	f.souque@h.....	<num>			
1	frustrant	<adj>			
1	frontau	<adj>			
1	Freetown	<np><top>			
1	Frauda	<n><f>			
1	Franja	<np><top>			
1	Francònia	<np><top>			
1	Francina	<np><ant>			
1	Francfòrt de Main	<np><top>			
1	foscor	<n><f>			
1	formau	<adj>			
1	Forestau	<adj>			
1	forestal	<adj>			
1	fonamentar	<vblex>			
1	.@flightradar	<num>			
1	flambant	<adj>			
1	fiança	<n><f>			
1	fiable	<adj>			
1	ferrièr	<n><m>			
1	ferrièr	<n><f>			
1	federacion.occitana.rugbi@gmail.com	<num>			
1	fèble	<adj>			
1	FDJ	<n><acr>			
1	Faus	<adj>			
1	Fa temps	<adv>			
1	fa temps	<adv>			
1	Far# un omenatge	<vblex>			
1	far# partia	<vblex>			
1	far# independenta	<vblex>			
1	Faribòla	<n><f>			
1	faribòla	<n><f>			
1	far# d'efièch	<vblex>			
1	far# a pensar	<vblex>			
1	falsetat	<n><f>			
1	Falha	<n><f>			
1	factible	<adj>			
1	Fabrici	<np><ant>			
1	Exultar	<vblex>			
1	exultar	<vblex>			
1	Extrèir	<vblex>			
1	extinguir	<vblex>			
1	Expressar	<vblex>			
1	expressar	<vblex>			
1	expresident	<n><m>			
1	Expedient	<n><m>			
1	expedient	<n><m>			
1	evolocion	<n><f>			
1	Eusebio	<np><ant>			
1	eurocongrès	<n><m>			
1	Eugeni	<np><ant>			
1	*eu/*eu$				
1	etiòp	<adj>			
1	ETH	<prn><tn>			
1	esvrentar	<vblex>			
1	Estrementida	<n><f>			
1	estrech de Gibartar	<np><top>			
1	estèu	<n><m>			
1	Estatjant	<n><m>			
1	Est'an passat	<adv>			
1	Estament	<n><m>			
1	estabornir	<vblex>			
1	Èsser# pas d'acòrd	<vbser>			
1	èsser# pas d'acòrd	<vbser>			
1	Èsser# pas d'acòrdi	<vbser>			
1	èsser# malauts	<vbser>			
1	èsser# malautas	<vbser>			
1	èsser# al fial	<vbser>			
1	Esquiador	<n><m>			
1	Esponja	<n><f>			
1	Espitalari	<adj>			
1	Espia	<n><mf>			
1	espia	<n><mf>			
1	Espeçar	<vblex>			
1	Espaciau	<adj>			
1	esofag	<n><m>			
1	esmena	<n><f>			
1	esdejoar	<vblex>			
1	escuaire	<n><m>			
1	esconjurar	<vblex>			
1	escenari	<n><m>			
1	escauhament	<n><m>			
1	escassetat	<n><f>			
1	erós	<adj>			
1	ermita	<n><f>			
1	equip	<n><m>			
1	equin	<adj>			
1	equatoriau	<adj>			
1	Epir	<np><top>			
1	eoe@wanadoo.fr	<num>			
1	*EOE/*EOE$				
